date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-03-06,3.5,2,5,20.1,,260.8,14.6,35.2,992.5,
2020-03-07,4.4,3,7,5.5,,259.9,14.8,31.5,1014.9,
2020-03-08,8.4,6,11,2.2,,198.2,22.7,40.8,1012.5,
2020-03-09,7,5,9,2.1,,237.9,16.4,33.3,1011.2,
2020-03-10,8.3,5,12,21.5,,216.6,29.9,51.8,1004.9,
2020-03-11,9.6,7,12,17.4,,248.5,17.4,53.7,1009.6,
2020-03-12,9.2,4,13,8.5,,241.3,30.9,61.1,1008,
2020-03-13,5.7,4,9,4.6,,249.3,22.8,57.4,1014.6,
2020-03-14,6,1,10,0,,140.7,11.3,24.1,1020.5,
2020-03-15,9.2,5,14,0,,164.1,18.6,40.8,1015.4,
2020-03-16,10.8,6,15,0,,213.2,11.7,24.1,1018.4,
2020-03-17,9.8,7,14,0.8,,244.4,10.3,31.5,1027.8,
2020-03-18,11.3,8,16,0,,219.7,16.3,37,1026.2,
2020-03-19,10.9,7,14,0,,226.9,9.7,20.4,1024.4,
2020-03-20,6.6,4,9,5.6,,37.4,11.3,29.6,1024.9,
2020-03-21,3.8,0,7,0.7,,66.3,19.2,46.3,1027.8,
2020-03-22,2.3,-1,6,0,,91.7,22.3,46.3,1031.6,
2020-03-23,2.1,-2,7,0,,114.2,21.3,42.6,1033.9,
2020-03-24,3,-2,8,0,,116.8,17.3,37,1031.9,
2020-03-25,4.2,-2,10,0,,98.1,18.3,38.9,1027.3,
2020-03-26,4.5,-1,9,0,,84,18.2,42.6,1022.5,
2020-03-27,8.1,0,16,0,,66.7,14.7,38.9,1019.4,
2020-03-28,7.2,0,12,0,,2.7,9.8,31.5,1021,
2020-03-29,2.3,-1,4,,,343.6,13.1,,1025.7,
2020-03-30,0.5,-7,6,1.6,,264.6,9,27.8,1028.2,
2020-03-31,2.7,-2,7,0,,64.8,7.9,25.9,1028.1,
2020-04-01,3,-3,9,0,,249.9,8.4,22.2,1020.8,
2020-04-02,4.1,-1,8,0,,234.5,13.6,35.2,1012.7,
2020-04-03,6.1,4,8.2,0.8,,259.7,10.1,27.8,1014.4,
2020-04-04,6.2,0.3,12.2,0,,138,6.6,22.2,1024.4,
2020-04-05,11.3,5.5,17.8,0,,116.5,15.6,38.9,1024.2,
2020-04-06,14.8,8.4,22.1,0,,162.4,12.5,31.5,1020.8,
2020-04-07,13.1,8.1,18.7,0,,50.2,7.1,22.2,1030,
2020-04-08,16.3,10.8,23.3,0,,119.3,7.9,20.4,1025.9,
2020-04-09,13.5,8.5,18.9,0,,26.6,6.9,24.1,1024.4,
2020-04-10,10.7,5.7,16.3,0,,29.9,8,25.9,1026.7,
2020-04-11,14,1,20,0,,108.2,12.3,24.1,1023.2,
2020-04-12,16.7,9,21,0,,252.8,10.2,27.8,1014.4,
2020-04-13,6.4,3,9,0.2,,331.4,16.3,40.8,1019.9,
2020-04-14,4.3,1,8.2,0,,312.1,7.9,24.1,1025.6,
2020-04-15,7,-0.5,14.9,0,,183.3,5.4,20.4,1024.9,
2020-04-16,12.9,4.8,21.3,0,,92.5,5.5,22.2,1017.7,
2020-04-17,12.5,6.7,18.3,0,,40.5,9.3,25.9,1017.1,
2020-04-18,14.9,8.8,21.6,0.4,,63.6,9,22.2,1015.2,
2020-04-19,12.3,9.1,15.7,2.4,,60.2,16.8,42.6,1018.6,
2020-04-20,10.7,5.6,15.7,0,,76,24.8,55.5,1021,
2020-04-21,12.1,7,17.4,0,,76.7,25.8,57.4,1019.9,
2020-04-22,13.9,8.6,19.8,0,,78.3,22.1,48.2,1021.4,
2020-04-23,15.1,8.7,21.9,0,,94.6,13.6,33.3,1020.4,
2020-04-24,14.5,9.5,19.8,0,,256,10,33.3,1012.7,
2020-04-25,9.8,5.2,15.7,0,,324.9,7.1,20.4,1013.2,
2020-04-26,11,3.3,17.9,0,,40.1,5.5,20.4,1011.5,
2020-04-27,13.7,5.3,21.2,0,,183.5,7.3,31.5,1008.2,
2020-04-28,13.5,8.6,18.6,4.9,,129.1,6,22.2,1004.6,
2020-04-29,12.9,10.4,16.1,0,,230.1,11.4,37,1005.2,
2020-04-30,12.5,10.1,14.8,6.7,,198.2,14.7,38.9,1002.7,
2020-05-01,10.9,8.6,13.8,2.4,,214.4,15.2,40.8,1001.6,
2020-05-02,9.3,7.8,11.4,5,,245.7,14.3,42.6,1007.5,
2020-05-03,9.7,5.2,14.3,0,,250.4,8.2,27.8,1016.9,
2020-05-04,9.4,6.3,12.3,2.8,,28.3,8.1,25.9,1018.1,
2020-05-05,7.7,1.8,13.4,0,,24.4,8.2,29.6,1021.6,
2020-05-06,11.7,1,16,0,,16.7,7.2,22.2,1024.7,
2020-05-07,12.4,2,18,0,,113.4,6.4,22.2,1023,
2020-05-08,14.3,6,20,0,,25.1,6.5,20.4,1018.5,
2020-05-09,16.4,10,22.4,0,,84.4,10.2,27.8,1013.7,
2020-05-10,16.9,13,19,0.5,,107.9,5.3,25.9,1005.5,
2020-05-11,7.7,4.4,12.2,3.1,,1.6,16.4,46.3,1010.7,
2020-05-12,5.4,-0.7,9.9,0,,270.6,7.9,25.9,1018.6,
2020-05-13,7.5,2.2,11.8,0,,291.7,6.1,20.4,1013.6,
2020-05-14,7.5,3.2,12,0,,9.5,9.6,27.8,1018.5,
2020-05-15,9.5,2,13,0,,356,10.8,25.9,1020.6,
2020-05-16,10,2.9,15.7,0,,222.4,7.9,29.6,1022.5,
2020-05-17,12.1,7,17,0,,278.4,10.1,25.9,1023.2,
2020-05-18,14.8,7.6,21.6,0,,228.5,10,35.2,1022.6,
2020-05-19,17.4,9,21,0,,260.3,10.5,27.8,1021.2,
2020-05-20,15.4,11,19.6,0,,23,6.5,22.2,1022.7,
2020-05-21,17.1,8.9,24.3,0,,96.8,7.6,22.2,1022,
2020-05-22,20.3,15.5,25.6,1.7,,178.4,9.5,29.6,1018.4,
2020-05-23,15,12,17,0,,248.7,19.3,42.6,1021.5,
2020-05-24,11.9,8.8,13.9,3.5,,246.4,16.1,44.5,1027.2,
2020-05-25,13.4,10.2,17.8,3.4,,299.7,14.3,38.9,1031.6,
2020-05-26,12.6,5,19.3,0,,55.2,5.5,22.2,1035.1,
2020-05-27,15.4,7.4,21.9,0,,332,6.5,24.1,1033.3,
2020-05-28,14.2,8,18,0,,10.6,10.6,31.5,1032.5,
2020-05-29,16,4,21,0,,57,10.9,31.5,1027.9,
2020-05-30,15.4,9,20.4,0,,65.9,12.2,37,1024.9,
2020-05-31,16,10,19,0,,56.6,15.8,31.5,1023,
2020-06-01,17.2,9.8,23.8,0,,70.2,11.2,31.5,1022.8,
2020-06-02,22.9,15,27,0,,107.3,12.2,25.9,1016.5,
2020-06-03,19.4,14.6,24.4,0,,186,6.2,22.2,1005.9,
2020-06-04,13.9,10.5,15.9,12.9,,232.8,7.6,25.9,997,
2020-06-05,10.3,8.2,12.6,9.9,,234.6,15.5,40.8,996.3,
2020-06-06,11.5,7.8,15.2,1.3,,220.1,15.2,40.8,1000.4,
2020-06-07,12.6,8.7,16.5,0,,218.5,13.3,38.9,1006.8,
2020-06-08,12.5,7.4,16.9,0,,250.8,5.9,20.4,1013.8,
2020-06-09,13.4,8.6,17.9,1.3,,31.3,6.7,22.2,1017,
2020-06-10,14.2,10.8,17.9,3.7,,25.5,6.4,22.2,1015.8,
2020-06-11,15.2,11,19.2,1.3,,63.5,6.5,20.4,1011.4,
2020-06-12,19.9,13.8,25.9,0,,94.3,13.3,35.2,1008.9,
2020-06-13,20.9,17.7,24.6,2,,280.3,7.9,27.8,1010.2,
2020-06-14,18.4,17,22,22.8,,277.8,7.8,20.4,1012.5,
2020-06-15,16,14,19,15.5,,267.6,9.2,22.2,1016.3,
2020-06-16,16.5,14.1,18.8,6.6,,244.4,5.5,16.7,1016.2,
2020-06-17,17.7,13.7,21.3,1.9,,65.4,5.2,18.5,1012.7,
2020-06-18,17,14.9,19.7,11.9,,219,6.9,20.4,1011.5,
2020-06-19,20.4,16,23,0,,283.1,11.5,29.6,1015.3,
2020-06-20,16.6,13,20.4,0,,268.7,8.9,29.6,1020.4,
2020-06-21,17.8,10.2,24.2,0,,205.6,5.5,22.2,1020.3,
2020-06-22,17.9,14,22,0,,268.3,9.8,25.9,1024,
2020-06-23,18.5,10.5,25.2,0,,38.7,5.1,20.4,1025.6,
2020-06-24,22.2,13,26,0,,94.1,13.2,31.5,1023.8,
2020-06-25,22.2,15,26,0,,92.3,14,33.3,1020.1,
2020-06-26,24.4,19,28,0,,124.8,16.5,31.5,1013.5,
2020-06-27,22,18.1,25,2.2,,190.9,8.7,31.5,1010.3,
2020-06-28,18.1,16,20,0,,217.1,16.5,35.2,1013.2,
2020-06-29,16.9,12.9,21.1,0,,211.1,12,40.8,1012.3,
2020-06-30,17.6,12,21,1.2,,240,24.5,48.2,1009.6,
2020-07-01,18.3,16,22,14.3,,214.5,17.4,31.5,1007.4,
2020-07-02,17.7,14,21,0,,245.1,14.6,31.5,1011.2,
2020-07-03,16.2,11,20,0,,234.9,16.6,35.2,1017,
2020-07-04,19.2,15,22,1.2,,217.5,22,40.8,1014.8,
2020-07-05,21.1,19,23,3.3,,239.3,26.8,50,1010.8,
2020-07-06,14.1,12,17,2.9,,256.8,19.9,48.2,1014.6,
2020-07-07,15.4,11,19,0.3,,258.9,11.3,35.2,1019.2,
2020-07-08,14.3,12,16,12.8,,241.5,9.9,20.4,1015.7,
2020-07-09,18.3,15,21,10.2,,230.7,17.6,37,1012.8,
2020-07-10,16.3,13,19,6.5,,247.8,15.9,38.9,1011.5,
2020-07-11,15,9,19,0,,314.9,7.8,24.1,1023.8,
2020-07-12,16.8,7,20,0,,15.7,6.5,20.4,1027.5,
2020-07-13,18.8,10,24,0,,172.9,7.3,20.4,1022.4,
2020-07-14,18.5,12,23,2.8,,278.6,7.5,27.8,1014.6,
2020-07-15,15.2,12,20,4.8,,289.7,7.6,25.9,1013.4,
2020-07-16,14.7,12,17,6.3,,218.6,5.3,16.7,1016.8,
2020-07-17,17.4,11,22,0,,251.3,6.1,16.7,1020.3,
2020-07-18,18.6,12,24,0,,139.2,6.2,18.5,1019.8,
2020-07-19,22.4,18,26,0,,224.7,10.3,27.8,1015.6,
2020-07-20,16.8,14,21,0,,297.4,7.8,24.1,1018.9,
2020-07-21,16.7,9,20,0,,307.2,9.1,25.9,1023.2,
2020-07-22,15.7,8,20,0,,334.1,7.7,22.2,1022.5,
2020-07-23,18.1,8,24,0,,125.7,6.6,20.4,1017.1,
2020-07-24,20.3,16,24,0,,256,13.6,37,1011.6,
2020-07-25,20.1,14,23,0,,213.5,13.5,35.2,1012.1,
2020-07-26,19.1,16,23,7.7,,235.3,15.9,38.9,1011.3,
2020-07-27,19.8,15,24,0,,148,14.1,27.8,1013.8,
2020-07-28,19.8,16,22,0,,265.2,15.8,42.6,1011.7,
2020-07-29,16.9,10,21,0,,260.4,14.2,38.9,1019.2,
2020-07-30,18.5,9,24,0,,43.4,6.8,20.4,1021.1,
2020-07-31,24.1,14,31,0,,94.9,11.2,24.1,1017.8,
2020-08-01,24.1,21,29,0,,180.1,8.7,25.9,1014.2,
2020-08-02,19.3,15,24,1.3,,279.5,9,27.8,1014.3,
2020-08-03,17,10,21,0,,7.4,6.4,22.2,1013.4,
2020-08-04,17.5,11,21,0,,287.9,8.3,24.1,1016.4,
2020-08-05,22.8,10,29,0,,191.3,12.7,27.8,1017.1,
2020-08-06,26,19,30,0,,130.6,10.1,22.2,1020.2,
2020-08-07,27.5,19,32,0,,109.5,11.5,24.1,1020.7,
2020-08-08,28.2,17,34,0,,341.4,7.4,24.1,1019.7,
2020-08-09,25.1,17,35,0,,120.9,9.5,24.1,1017.6,
2020-08-10,25,19,30,0,,105,14.8,31.5,1016.3,
2020-08-11,26.9,21,32,0,,106.5,17.3,37,1016.6,
2020-08-12,22.9,19,27,0,,119.3,14.9,31.5,1016.3,
2020-08-13,24.8,21,28,0,,133.3,10.4,25.9,1012.7,
2020-08-14,23.2,18,27,7,,294.4,6.5,20.4,1013.3,
2020-08-15,20.8,18,24,1.3,,220.7,5.5,16.7,1015.1,
2020-08-16,23.2,18,28,0,,115.3,12.2,31.5,1011.6,
2020-08-17,19.7,17,22,4.9,,181.5,9.1,18.5,1010.1,
2020-08-18,20.1,15,23,0,,262,9.8,27.8,1011,
2020-08-19,20.9,14,25,0,,158.8,7.5,20.4,1010.6,
2020-08-20,23.4,19.7,28.4,0,,159.5,8.5,22.2,1008.4,
2020-08-21,25.9,23,28,0,,196.8,11.1,22.2,1010.2,
2020-08-22,21.1,16,24,0,,239.1,16.5,42.6,1014.8,
2020-08-23,17.3,15,20,0,,238.5,20,42.6,1015.7,
2020-08-24,16.4,13,19,0.4,,231.5,16.2,37,1015,
2020-08-25,17.6,12,21,0.3,,179.7,14.2,33.3,1010.6,
2020-08-26,16.8,15,18,5.7,,242.7,35.9,66.7,1006.5,
2020-08-27,15.9,12,20,0,,277.3,9.1,35.2,1015.4,
2020-08-28,17.3,14,20,6,,206.4,17,33.3,1002.3,
2020-08-29,16.9,12,21,0,,206.9,15.4,35.2,1004.2,
2020-08-30,15.9,9,21,0,,311.9,6.1,16.7,1009.3,
2020-08-31,15.5,13,19,1,,313.4,7,20.4,1017.8,
2020-09-01,13.3,10,18,0,,256.4,6.1,20.4,1018.5,
2020-09-02,14.1,7,19,0,,341.3,5.7,20.4,1018.4,
2020-09-03,14.8,10,18,5.5,,205.7,15,29.6,1018.9,
2020-09-04,17.8,15,19,6.7,,245.7,13.2,37,1020.3,
2020-09-05,13.6,12,17,3.2,,260.2,8.6,25.9,1017.7,
2020-09-06,13.5,9,17,0,,246.7,10.6,27.8,1019.3,
2020-09-07,14,8,19,0,,248.2,7.4,22.2,1023.7,
2020-09-08,17.2,13,20,0,,245.7,12.5,29.6,1025.3,
2020-09-09,17.9,14,21.9,0,,222.7,9.3,31.5,1022.3,
2020-09-10,13.7,10,18,0,,304.5,6.1,16.7,1021.9,
2020-09-11,13.6,6,20,0,,151.5,6.5,20.4,1017.7,
2020-09-12,17.7,13,22,0,,245.9,12.7,35.2,1018.6,
2020-09-13,18.7,11,24,0,,195.9,8.8,22.2,1025.5,
2020-09-14,22.5,12,30,0,,122.5,8.3,22.2,1024.9,
2020-09-15,24.2,16,29,0,,127.3,6.8,18.5,1020.1,
2020-09-16,21.8,15,27,0,,317.3,9.4,25.9,1019.5,
2020-09-17,13.5,9,18,0,,51.4,12.8,31.5,1027.7,
2020-09-18,14.9,7,21,0,,97.5,16.5,37,1025.6,
2020-09-19,15.9,7,24,0,,102.8,11.9,31.5,1020.1,
2020-09-20,17.4,10,23,0,,94.1,14.7,27.8,1017.3,
2020-09-21,17.8,9,24,0,,113.5,10.3,24.1,1015.8,
2020-09-22,19.5,11,24,0,,133,6.6,20.4,1010.1,
2020-09-23,19.9,13,24,0,,216.5,10.8,27.8,1005,
2020-09-24,15.5,12,19,2,,208.1,19.6,38.9,1003.1,
2020-09-25,11.8,10,15,4,,199.8,16.1,35.2,997,
2020-09-26,9.9,8,12,7.9,,77.2,9.1,22.2,996.8,
2020-09-27,9.9,7,12,9.2,,138.4,10.1,27.8,1002.2,
2020-09-28,11.9,9,15,0,,177,10.5,20.4,1009.6,
2020-09-29,12.7,8,16,1.4,,211.4,8.6,16.7,1015.7,
2020-09-30,15.1,9,19,0,,136.7,9.1,16.7,1014.2,
2020-10-01,13.8,11,17,1.1,,140.8,14.9,31.5,1004.6,
2020-10-02,13.7,7,18,0,,95,16.2,38.9,996,
2020-10-03,14.4,9,20,0.8,,115.6,14.4,42.6,990.3,
2020-10-04,12.5,9,14,0.7,,168.4,22.8,46.3,994.5,
2020-10-05,11.9,9,14,1.4,,168.1,17.1,37,1001,
2020-10-06,12.4,11,15,6.3,,206.8,24.8,37,1000,
2020-10-07,11.5,10,13,7.8,,240.2,19.3,37,1008.7,
2020-10-08,12.9,9,16,10.8,,197.7,27.3,42.6,1013.4,
2020-10-09,11.2,8,13,5.2,,206.9,7.9,33.3,1017.3,
2020-10-10,9.1,7,11,0.8,,235.2,17.3,42.6,1017.8,
2020-10-11,8.5,5,11,1.6,,244.5,13.8,33.3,1018.2,
2020-10-12,8.7,7,11,0,,255.6,8.1,20.4,1018.5,
2020-10-13,8.7,3,12,0,,111.9,10.1,24.1,1013.8,
2020-10-14,7.4,5,9,2.6,,325.5,7.9,24.1,1015.6,
2020-10-15,7.6,6,9,4.8,,8.2,7.3,24.1,1018.7,
2020-10-16,7.6,6,9,0.5,,10.8,6.5,20.4,1021.2,
2020-10-17,6,3,8,0,,285.4,4.4,11.1,1019.9,
2020-10-18,7.9,4,10,0.6,,242.7,13.3,27.8,1020.6,
2020-10-19,9.3,8,12,0,,203,8.4,18.5,1020.7,
2020-10-20,11.8,7,15,2.4,,162.4,15.3,29.6,1010.5,
2020-10-21,15.7,11,19,6.7,,171.3,19.3,42.6,1004.9,
2020-10-22,16.3,13,19,1.8,,212.6,18.1,37,1011.4,
2020-10-23,12.9,12,14,3.7,,204.8,6,16.7,1011,
2020-10-24,13,11,15,0,,205.1,20.4,33.3,1012.1,
2020-10-25,13.2,12,15,3.3,,172.3,19.6,35.2,1003.9,
2020-10-26,10,8,11,0,,196.9,16.3,27.8,1002.4,
2020-10-27,10.3,8,12,0,,193.8,22.8,37,1005.5,
2020-10-28,12,10,14,3.4,,202.4,22.2,37,1007.9,
2020-10-29,9.4,7,11,11.9,,236.6,18.2,42.6,1014.7,
2020-10-30,13.4,13,14,18.7,,241.5,23.5,38.9,1018.6,
2020-10-31,13.1,12,14,2.6,,164.2,16.8,25.9,1018.3,
2020-11-01,15.1,12,17,5.5,,196.9,20.1,33.3,1011.2,
2020-11-02,17.4,11,20,5.3,,221.4,29.8,46.3,1009.6,
2020-11-03,9.7,7,12,0,,221.6,16.6,29.6,1021.9,
2020-11-04,6.6,4,10,0,,231.4,9.7,24.1,1031.6,
2020-11-05,5.7,1,9,0,,227.6,6.3,14.8,1037.6,
2020-11-06,7.8,4,12,0,,117.4,9.9,20.4,1032.7,
2020-11-07,11.6,6,18,0,,125.3,12.8,22.2,1024,
2020-11-08,10.9,5,17,0,,130.8,9.1,13,1022.6,
2020-11-09,10.9,7,16,0,,133.2,8.9,11.1,1023.2,
2020-11-10,9.6,4,15,0,,109.5,6.4,13,1025.1,
2020-11-11,10.6,6,14,0,,124.3,6.9,14.8,1023.8,
2020-11-12,10.3,9,12,0,,200.8,18.6,29.6,1017.5,
2020-11-13,10.4,6,14,1.1,,176.4,17.1,22.2,1016.8,
2020-11-14,13.5,12,16,0.6,,175.8,15.2,24.1,1015.7,
2020-11-15,14.8,10,17,3.2,,174.8,27.5,38.9,1006.7,
2020-11-16,10.1,8,12,2.7,,228.5,22.7,38.9,1013.9,
2020-11-17,10.3,9,11,2.9,,219.4,22,35.2,1023.4,
2020-11-18,12.5,10,15,0,,185,14.8,24.1,1021.3,
2020-11-19,7.4,3,9,2.2,,256.8,19.2,48.2,1020.2,
2020-11-20,4,2,6,0,,242,11.9,22.2,1032.7,
2020-11-21,6.1,3,7,0.1,,203.4,25.9,29.6,1028.2,
2020-11-22,7.9,7,8,3.8,,240.6,15.7,31.5,1024.3,
2020-11-23,5.8,4,8,0,,230,12,20.4,1027.5,
2020-11-24,6.2,2,10,0,,147.5,15.6,18.5,1022.4,
2020-11-25,7,3,10,0,,150.6,13.3,18.5,1017.2,
2020-11-26,8.2,5,11,0,,185.1,10.3,11.1,1020.1,
2020-11-27,3.4,2,5,0,,128.8,14,14.8,1019.2,
2020-11-28,2,1,3,0,,115.2,20.5,27.8,1021,
2020-11-29,0,-3,3,0,,121,10.7,25.9,1025.5,
2020-11-30,0.2,-5,4,2.4,,183.4,11.8,24.1,1021.2,
2020-12-01,4.4,3,6,8.1,,174.7,10,24.1,1013.9,
2020-12-02,2.6,2,4,0,,126.9,10.9,13,1015.4,
2020-12-03,3,2,4,0.4,,152.7,19,38.9,999,
2020-12-04,4.6,2,7,0.8,,137.9,20.3,44.5,987.8,
2020-12-05,3.4,1,5,3,,170,10.6,18.5,998.4,
2020-12-06,2.9,2,4,5.6,,12.7,5.4,13,998.7,
2020-12-07,3.1,1,5,5.2,,179.5,13.6,20.4,998.6,
2020-12-08,2.2,-1,4,0,,112.3,8.1,18.5,1003.6,
2020-12-09,0.8,-2,2,0,,204,6.4,9.3,1008.6,
2020-12-10,0.8,-1,2,0,,135.7,6.4,14.8,1006.2,
2020-12-11,2.5,1,3,0.4,,129.7,21.1,35.2,995.1,
2020-12-12,6,4,8,2.3,,161.6,8.8,29.6,997.6,
2020-12-13,6.7,4,8,2.1,,215.3,9.9,22.2,1009.8,
2020-12-14,8.7,6,12,1.5,,161.3,23.1,31.5,1008.1,
2020-12-15,8.6,7,9,6.1,,184.5,12,24.1,1010.3,
2020-12-16,8.1,5,10,0,,127.8,13.2,25.9,1016.3,
2020-12-17,8.6,7,10,1.1,,195.6,17.1,29.6,1018.4,
2020-12-18,7.1,4,11,0,,150.6,15.8,24.1,1021,
2020-12-19,9.5,5,12,0,,158.4,19.2,33.3,1015.2,
2020-12-20,8.3,7,10,2,,149.7,12.7,22.2,1017.9,
2020-12-21,7.1,5,9,3.6,,163.2,21.2,38.9,1016.1,
2020-12-22,11.8,9,14,10.1,,261.2,20.3,51.8,1011.6,
2020-12-23,10.8,9,12,13.2,,180.5,13.2,27.8,1009,
2020-12-24,6.1,3,10.4,8,,269.6,11.7,35.2,1009.6,
2020-12-25,1.6,0,3.2,0.1,,298.5,6.2,18.5,1021.9,
2020-12-26,1.9,0,3.8,0,,217,11.7,38.9,1021.2,
2020-12-27,3.9,3.5,4.3,3.8,,177.3,24.3,55.5,991.8,
2020-12-28,4,2.8,4.9,3.4,,155.7,11.7,38.9,979.5,
2020-12-29,2.2,0.9,3.3,0.8,,190.2,8.7,25.9,987.7,
2020-12-30,2.7,1.8,4.2,0.9,,206.8,10.1,27.8,1001.2,
2020-12-31,2.3,0.9,2.9,2.9,,161,8.3,24.1,1004.4,
